"id","memberID","last_name","first_name","groupID","selection_class","agenttype1","agenttype2","gender","other_name","img","birthday","authority_organization","birth_location","deathday","death_location","workplace","knows","shortbio","data_evaluation","authority_record","field5","field6","field7","field8","field9","field10","death_day","field12","field13","field14","field15","field16","field17","field18","field19","field20","field21"
249,"HiM1778","Hirzel-Bürkli","Margaretha",,"2",1,3,"f","","",1778-01-01 00:00:00,0,"",1851-01-01 00:00:00,"na","na","","Mutter von Bernhard","2","na",,,,,,,,,,,,,,,,,
250,"HiHC1800","Hirzel-Escher","Hans Caspar",,"1",1,2,"m","","",1800-01-01 00:00:00,0,"",1883-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
251,"HiJC1792","Hirzel-Escher","Johann Caspar",,"2",1,2,"m","","",1792-01-01 00:00:00,0,"",1851-01-01 00:00:00,"","","","Regierungsrat","1","",,,,,,,,,,,,,,,,,
252,"HoJ1820","Hofmann","Johannes",,"1",1,2,"m","","",1820-01-01 00:00:00,0,"Kloten",0000-00-00 00:00:00,"","","","Tischler-Lehrling in Zürich","1","",,,,,,,,,,,,,,,,,
253,"HoA1758","Holst","Amalia",,"3",1,5,"f","","",1758-01-01 00:00:00,0,"",1829-01-01 00:00:00,"na","na","","She was a German writer, intellectual, a","2","na",,,,,,,,,,,,,,,,,
254,"HoE1839","Honegger","Elise",,"2",1,3,"f","","",1839-01-01 00:00:00,0,"",1912-01-01 00:00:00,"Rotmonten, St. Gallen, Switzerland","Stäfa, Zürich, Switzerland","","corrector and co-editor of the ""Republic","4","295678702",,,,,,,,,,,,,,,,,
255,"HoJJ1652","Hottinger","Johann Jakob",,"2",1,3,"m","","",1652-01-01 00:00:00,0,"",1735-01-01 00:00:00,"Zürich, Switzerland","Zürich, Switzerland","","","4","D10680",,,,,,,,,,,,,,,,,
256,"Ho1783","Hottinger","",,"3",1,5,"m","","",1783-01-01 00:00:00,0,"",1860-01-01 00:00:00,"Zürich, Switzerland","Zürich, Switzerland","","Professor of philology at the Carolinum ","4","19835905",,,,,,,,,,,,,,,,,
257,"Ho0000","Hotz","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","2","na",,,,,,,,,,,,,,,,,
258,"HuT1764","Huber","Therese",,"3",1,5,"f","","",1764-01-01 00:00:00,0,"",1829-01-01 00:00:00,"Augsburg","Heyne, Göttingen","","was a German author. She was one of the ","4","29584708",,,,,,,,,,,,,,,,,
259,"Hu0000","Huber",,"3","2",1,2,"m","Huber im Feld","",0000-00-00 00:00:00,,,0000-00-00 00:00:00,,,,,,"na",,,,,,,,,,,,,,,,,
260,"HuR1864","Huch","Riccarda",,"3",1,5,"f","","",1864-01-01 00:00:00,0,"",1947-01-01 00:00:00,"na","na","","also pseudonym Richard Hugo - Der Bundes","2","na",,,,,,,,,,,,,,,,,
261,"HuD1711","Hume","David",,"2",1,5,"m","","",1711-01-01 00:00:00,0,"",1777-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
262,"Hue 0000","Hüni","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","2","na",,,,,,,,,,,,,,,,,
263,"Hüni0000","Hüni","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","2","na",,,,,,,,,,,,,,,,,
264,"GrKxxxx","Grob","Konrad  ",,"5",1,2,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Grob found Siegwart-Müller interesting","1","",,,,,,,,,,,,,,,,,
265,"KrTxxxx","Kravogel","Theresia",,"5",1,2,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Siegwart-Müller hided in Kravogel's hous","1","",,,,,,,,,,,,,,,,,
266,"HueJJ1796","Hürlimann-Landis","Johann Jakob",,"1",1,2,"m","","",1796-01-01 00:00:00,0,"Richterswil",1853-01-01 00:00:00,"","","","Fabrikant","1","",,,,,,,,,,,,,,,,,
267,"IHoU1917","Im Hof","Ulrich",,"3",1,5,"m","","",1917-01-01 00:00:00,0,"",2001-01-01 00:00:00,"","","","Swiss historian","1","",,,,,,,,,,,,,,,,,
268,"IsI1728","Iselin","Isaak",,"3",1,5,"m","","",1728-01-01 00:00:00,0,"",1782-01-01 00:00:00,"","","","Schweizer Geschichtsphilosoph und Publiz","1","",,,,,,,,,,,,,,,,,
269,"IsJR1764","Iselin","Johann Rudolf",,"3",1,5,"m","","",1764-01-01 00:00:00,0,"",1829-01-01 00:00:00,"","","","first publication of Aegidius Tschudi’s ","4","29584708",,,,,,,,,,,,,,,,,
270,"IsB0000","Isler","Bernhard",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Lieutenant in napoleonischen Diensten","2","na",,,,,,,,,,,,,,,,,
271,"JaFH1743","Jacobi","Friedrich Heinrich",,"2",1,3,"m","","",1743-01-01 00:00:00,0,"",1819-01-01 00:00:00,"","","","Idol der Radikalen","1","",,,,,,,,,,,,,,,,,
272,"JaJ1829","Janssen","Johannes",,"3",1,5,"m","","",1829-01-01 00:00:00,0,"",1891-01-01 00:00:00,"","","","Geschichte des Deutschen Volkes seit dem","1","",,,,,,,,,,,,,,,,,
273,"JoAH1779","Jomini","Antoine-Henri",,"2",1,2,"m","","",1779-01-01 00:00:00,0,"",1869-01-01 00:00:00,"Passy, Paris, France","Peyern, Switzerland","","","4","95148526",,,,,,,,,,,,,,,,,
274,"JoM0000","Jorio","Marco",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","restaurativer Ultra in Luzern","2","na",,,,,,,,,,,,,,,,,
275,"JuJ1786","Jucker","Jakob",,"1",1,2,"m","","",1786-01-01 00:00:00,0,"Bauma (ZH)/Zürich",1839-01-01 00:00:00,"","","","sehr arm, arbeitet auf Hof des Vaters","1","",,,,,,,,,,,,,,,,,
276,"JuA0000","Jullien*","A.",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","2","na",,,,,,,,,,,,,,,,,
277,"KaeW1901","Kaegi","Werner",,"3",1,5,"m","","",1901-01-01 00:00:00,0,"",1979-01-01 00:00:00,"","","","emphasized importance of the “Kleinstaat","1","",,,,,,,,,,,,,,,,,
278,"KaeJ1783","Kägi","Jakob",,"1",1,3,"m","","",1783-01-01 00:00:00,0,"Bauma (ZH)/Zürich",1839-01-01 00:00:00,"","","","Viehloser Bauer, Baumwollspinner, Kleinh","1","",,,,,,,,,,,,,,,,,
279,"KaeJJ0000","Kägi","Johann Jakob",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"Fälmis, Bauma (ZH)",0000-00-00 00:00:00,"","","","Gichteler (Neugläubiger)","2","na",,,,,,,,,,,,,,,,,
280,"KaeJ1816","Kägi","Johannes",,"1",1,2,"m","","",1816-01-01 00:00:00,0,"Bauma (ZH)/ ",0000-00-00 00:00:00,"","","","Blattmacher","1","",,,,,,,,,,,,,,,,,
281,"KaI1724","Kant","Immanuel",,"3",1,5,"m","","",1724-01-01 00:00:00,0,"wrote allgemeine Geschichte (1784)",1804-01-01 00:00:00,"Königsberg, Germany","Königsberg, Germany","","","4","82088490",,,,,,,,,,,,,,,,,
282,"KeA1805","Keller","Augustin",,"2",1,3,"m","","",1805-01-01 00:00:00,0,"",1883-01-01 00:00:00,"Lenzburg, Swizterland","Sarmenstorf, Switzerland","","antiklerikaler katholischer Grossrat im ","4","15564360 ",,,,,,,,,,,,,,,,,
283,"KeF 0000","Keller","Ferdinand",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","extension of history through into the me","1","",,,,,,,,,,,,,,,,,
284,"KeG1819","Keller","Gottfried",,"3",1,5,"m","","",1819-01-01 00:00:00,0,"",1890-01-01 00:00:00,"Zürich","Zürich","","Swiss poet. Historiographer. Wrote Der L","4"," 102319551",,,,,,,,,,,,,,,,,
285,"KeH1798","Keller   ","Heinrich",,"1",1,2,"m","","",1798-01-01 00:00:00,0,"Turbental",0000-00-00 00:00:00,"","","","unbekannt","1","",,,,,,,,,,,,,,,,,
286,"KeFL1799","Keller vom Steinbock (Dr.)","Friedrich Ludwig",,"1",1,2,"m","","",1799-01-01 00:00:00,0,"Zürich/Berlin",1860-01-01 00:00:00,"Berlin","Zürich, Switzerland","","","4","39718875",,,,,,,,,,,,,,,,,
287,"KeSpE1853","Kempin-Spyri","Emilie",,"4",1,4,"f","","",1853-01-01 00:00:00,0,"",1901-01-01 00:00:00,"na","na","","","2","na",,,,,,,,,,,,,,,,,
288,"KlO1822","Klopp","Onno",,"3",1,5,"m","","",1822-01-01 00:00:00,0,"",1903-01-01 00:00:00,"","","","ultramontane, historiographer","1","",,,,,,,,,,,,,,,,,
289,"KnSB0000","Knab","Susanna Barbara",,"3",1,5,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"na","na","","","2","na",,,,,,,,,,,,,,,,,
290,"KoePxxxx","König","Paul",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
291,"KoJE1782","Kopp","Josef Eutych",,"2",1,2,"m","","",1782-01-01 00:00:00,0,"",1851-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
292,"Ko0000","Kopp","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","2","na",,,,,,,,,,,,,,,,,
293,"KoT1746","Kosciusko","Tadeusz",,"2",1,3,"m","","",1746-01-01 00:00:00,0,"Solothurn",1817-01-01 00:00:00,"Solothurn, Switzerland","Polish–Lithuanian Commonwealth","","Politischer Flüchtling aus Polen in Solo","4"," 61554270",,,,,,,,,,,,,,,,,
294,"KrK0000","Kramer","Karl ",,"1",1,6,"m","","",0000-00-00 00:00:00,0,"Pfäffikon (ZH), aus Sachsen",0000-00-00 00:00:00,"","","","erster Sekundarlehrer in Pfäffikon","1","",,,,,,,,,,,,,,,,,
295,"Krauer0000","Krauer","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","2","na",,,,,,,,,,,,,,,,,
296,"KrG1943","Kreis","Georg",,"3",1,5,"m","","",1943-01-01 00:00:00,0,"",0000-00-00 00:00:00,"","","","Swiss historian","1","",,,,,,,,,,,,,,,,,
297,"KrH1809","Kreis","Heinrich",,"1",1,2,"m","","",1809-01-01 00:00:00,0,"Wila/",0000-00-00 00:00:00,"","","","Taglöhner und Weber","1","",,,,,,,,,,,,,,,,,
298,"KueF0000","Kündig","Felix",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"Altlandenberg",0000-00-00 00:00:00,"","","","Gichteler (Neugläubiger)","1","",,,,,,,,,,,,,,,,,
299,"KueJa0000","Kündig","Jakob",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"Grüningen",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
300,"KuH1793","Kunz","Heinrich",,"2",1,2,"m","","",1793-01-01 00:00:00,0,"Oetwil am See",1859-01-01 00:00:00,"","","","der Europäische ""Spinnerkönig""","1","",,,,,,,,,,,,,,,,,
301,"KuG1890","Kurz","Gertrud",,"2",1,3,"f","","",1890-01-01 00:00:00,0,"",0000-00-00 00:00:00,"na","na","","","2","na",,,,,,,,,,,,,,,,,
302,"KuHRxxxx","Kurz","Hans Rudolf",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
303,"KueJo0000","Küstner","Johann",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","publisches in Dittmar’s Die sociale Refo","1","",,,,,,,,,,,,,,,,,
304,"KueJ1820*","Küstner","Johanna",,"2",1,3,"f","Küstner-Fröbel","",0000-00-00 00:00:00,0,"Dresden",1888-01-01 00:00:00,"na","na","","","4","25032888",,,,,,,,,,,,,,,,,
305,"HaFC1754","La Harpe","Frédéric-César, de",,"2",1,2,"m","","",1754-01-01 00:00:00,0,"Rolle/Lausanne",1838-01-01 00:00:00,"","","","Politiker, Erzieher des Zaren Alexander ","1","",,,,,,,,,,,,,,,,,
306,"LaRoS1730","La Roche","Sophie, von",,"3",1,5,"f","born Gutermann von Gutershofen","",1730-01-01 00:00:00,0,"",1807-01-01 00:00:00,"Offenbach am Main","Kaufbeuren","","Salonnière - Tagebuch einer Reise durch ","4","36932939",,,,,,,,,,,,,,,,,
307,"LRodRoMC1780*","La Rochefoucauld de Roucy","Marie-Charlotte, de ",,"2",1,2,"f","von Stein","",0000-00-00 00:00:00,0,"",1797-01-01 00:00:00,"na","na","","Abesse of Chateau-Chalon","2","na",,,,,,,,,,,,,,,,,
308,"LaJH1792","Landolt","Johann Heinrich",,"1",1,2,"m","","",1792-01-01 00:00:00,0,"",1847-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
309,"LaJ 0000","Landolt","Johannes",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Oberst","2","na",,,,,,,,,,,,,,,,,
310,"LaHJ1814","Lattmann","Hans Jakob",,"1",1,2,"m","","",1814-01-01 00:00:00,0,"Bauma (ZH)/Zürich",1839-01-01 00:00:00,"","","","arm","1","",,,,,,,,,,,,,,,,,
311,"Lavater1741","Lavater","Johann Kaspar",,"2",1,3,"m","","",1741-01-01 00:00:00,0,"",1801-01-01 00:00:00,"Zürich, Switzerland","Zürich, Switzerland","","Staatsschreiber","4"," 27067242 ",,,,,,,,,,,,,,,,,
312,"LeBRxxxx","Lerber","Beat Rudolf, von",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
313,"LeGE1729","Lessing","Gotthold Ephraim",,"3",1,5,"m","","",1729-01-01 00:00:00,0,"",1781-01-01 00:00:00,"Braunschweig, Germany","Kamenz, Germany","","Artikel der Vossischen Zeitung","4","9849550",,,,,,,,,,,,,,,,,
314,"Le  0000","Lessing","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Spion, politischer Flüchtling","2","na",,,,,,,,,,,,,,,,,
315,"LeJ1800","Leu","Josef",,"2",1,3,"m","","",1800-01-01 00:00:00,0,"Ebersol",1845-01-01 00:00:00,"Unter-Ebersol, Luzern, Switzerland","Unter-Ebersol, Luzern, Switzerland","","Leader of the peasants in Sursee.","4","6893863",,,,,,,,,,,,,,,,,
316,"LeF1811","Lewald","Fanny",,"3",1,5,"f","","",1811-01-01 00:00:00,0,"",1889-01-01 00:00:00,"Dresden, Germany","Königsberg, Prussia","","DE –history as autobiography, includes t","4","59217212",,,,,,,,,,,,,,,,,
317,"LiJ0000","Lienhart","Jakob",,"1",1,6,"m","","",0000-00-00 00:00:00,0,"Teufen",0000-00-00 00:00:00,"","","","Kuhbauer?","1","",,,,,,,,,,,,,,,,,
318,"LiAB0000","Linsi","Anna Barbara",,"2",1,3,"f","","",0000-00-00 00:00:00,0,"Irgenhausen",0000-00-00 00:00:00,"na","na","","Gichteler (Neugläubiger)","2","na",,,,,,,,,,,,,,,,,
319,"LiF1811","Liszt","Franz",,"2",1,2,"m","","",1811-01-01 00:00:00,0,"",1886-01-01 00:00:00,"Bayreuth, Germany","Raiding, Austria","","Hungarian musician","4","64199483",,,,,,,,,,,,,,,,,
320,"LiC1837","Wagner-Liszt","Francesca Gaetana Cosima",,"5",1,2,"f","","",1837-01-01 00:00:00,0,"",1930-01-01 00:00:00,"","","","Daughter of Franz Liszt, second wife of ","4","39385271",,,,,,,,,,,,,,,,,
321,"LoJJ1806","Locher-Oerli","Johann Jakob",,"2",1,2,"m","","",1806-01-01 00:00:00,0,"",1861-01-01 00:00:00,"","","","Bauherr der Stadt Zürich, initiativer Un","1","",,,,,,,,,,,,,,,,,
322,"LoGA1759","Lotti","Giacomo Angelo",,"2",1,3,"m","","",1759-01-01 00:00:00,0,"",1814-01-01 00:00:00,"Bellinzona, Ticino, Switzerland","Bignasco, Ticino, Switzerland","","","4","308749522",,,,,,,,,,,,,,,,,
323,"LoPhI1773","Louis Philippe I.","",,"2",1,3,"m","","",1773-01-01 00:00:00,0,"",1850-01-01 00:00:00,"Claremont House, Surrey, England","Paris","","Koown as the ""Citizen-King"" of France, l","4","55392984",,,,,,,,,,,,,,,,,
324,"LuXVI1754","Ludwig XVI.","",,"2",1,3,"m","","",1754-01-01 00:00:00,0,"",1793-01-01 00:00:00,"Paris","Versailles","","König von Frankreich, guilliutiniert, br","4","212882453",,,,,,,,,,,,,,,,,
325,"LueH1918","Lüthy","Herber",,"3",1,5,"m","","",1918-01-01 00:00:00,0,"",2002-01-01 00:00:00,"","","","Swiss historian","1","",,,,,,,,,,,,,,,,,
326,"MaA1862","Maag","Albert",,"3",1,5,"m","","",1862-01-01 00:00:00,0,"",1929-01-01 00:00:00,"Basel, Switzerland","Bern, Switzerland","","","4","7760616",,,,,,,,,,,,,,,,,
327,"MaJP0000","Maillard ","J. P.",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Lieutenant in napoleonischen Diensten","2","na",,,,,,,,,,,,,,,,,
328,"MaP1783","Maillardoz","Philippe",,"2",1,2,"m","","",1783-01-01 00:00:00,0,"Fribourg",1853-01-01 00:00:00,"Fribourg, Switzerland","Fribourg, Switzerland","","","4","D6036",,,,,,,,,,,,,,,,,
329,"MaJD0000","Maillefer","Jean-David",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"probabely Vaud",0000-00-00 00:00:00,"","","","Lieutenant in napoleonischen Diensten","2","na",,,,,,,,,,,,,,,,,
330,"MaT1962","Maissen","Thomas",,"3",1,5,"m","","",1962-01-01 00:00:00,0,"",0000-00-00 00:00:00,"","","","Schweizer Historiker (vor allem Frühe Ne","1","",,,,,,,,,,,,,,,,,
331,"MaE1805","Mallet","Edouard",,"3",1,5,"m","","",1805-01-01 00:00:00,0,"",1856-01-01 00:00:00,"Geneva, Switzerland","Ferney, Switzerland","","Mallet’s differentiation of three types ","4","35214986",,,,,,,,,,,,,,,,,
332,"MaE0000","Marc","Edmond",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"France",0000-00-00 00:00:00,"","","","reports about his experiences during the","2","na",,,,,,,,,,,,,,,,,
333,"MaC1805","Marthaler","Conrad  ",,"1",1,2,"m","","",1805-01-01 00:00:00,0,"Oberhasle/Zürich",1839-01-01 00:00:00,"","","","Bauernknecht, arm","1","",,,,,,,,,,,,,,,,,
334,"MaK1818","Marx","Karl",,"2",1,3,"m","","",1818-01-01 00:00:00,0,"",1883-01-01 00:00:00,"London","Trier, Prussia","","freut sich zu früh über den sieg der lib","4","49228757",,,,,,,,,,,,,,,,,
335,"MaM1928","Mattmüller","Markus ",,"3",1,5,"m","","",1928-01-01 00:00:00,0,"",2003-01-01 00:00:00,"","","","Swiss historian","1","",,,,,,,,,,,,,,,,,
336,"MaExxxx","May","Eduard",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Sarnerbund; Hauptmann","1","",,,,,,,,,,,,,,,,,
337,"MvRJ1808","May (von Rüed)","Julie, von",,"2",1,1,"f","born von May von Belletruche","",1808-01-01 00:00:00,0,"",1875-01-01 00:00:00,"Belletruche*, Switzerland","Bern, Switzerland","","[She] was a Swiss feminist. In 1868, she","4","308694648",,,,,,,,,,,,,,,,,
338,"MaG1805","Mazzini","Giuseppe",,"2",1,3,"m","","",1805-01-01 00:00:00,0,"",1872-01-01 00:00:00,"Pisa, Italy","Genua, Italy","","Mazzini was member of the Carboneri","4","2498020",,,,,,,,,,,,,,,,,
339,"MeH1814","Meier","Heinrich",,"1",1,2,"m","","",1814-01-01 00:00:00,0,"Bäretswil",0000-00-00 00:00:00,"","","","hilft Eltern auf dem Hof und beim Weben","1","",,,,,,,,,,,,,,,,,
340,"KyChE1264§","Kyburg-Chalon","Elisabeth, Gräfin von",,"5",1,3,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Am 12. März 1264 hat Gräfin Elisabeth vo","1","",,,,,,,,,,,,,,,,,
341,"MeL1746","Mejer","Luise",,"3",1,5,"f","","",1746-01-01 00:00:00,0,"",1786-01-01 00:00:00,"Meldorf","Hannover","","","4","46909794",,,,,,,,,,,,,,,,,
342,"MeMxxxx","Mémieux","Majus",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
343,"MeJB1674","Mencke","Johann Burchard ",,"3",1,5,"m","Burkhard","",1674-01-01 00:00:00,0,"",1732-01-01 00:00:00,"","","","(Eigenwill, 2010)","1","",,,,,,,,,,,,,,,,,
344,"MeKWL1773","Metternich","Klemens Wenzel Lothar, von",,"2",1,3,"m","","",1773-01-01 00:00:00,0,"",1859-01-01 00:00:00,"","","","Bruder von Alois Reding","4","49258230",,,,,,,,,,,,,,,,,
345,"MeFxxxx","Metzger","Franziska",,"3",1,5,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","culturalisation of historical discurs, r","1","",,,,,,,,,,,,,,,,,
346,"MeBxxxx","Meyer","Bernhard",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","war gegen Jesuitenberufung (Luzern)","1","",,,,,,,,,,,,,,,,,
347,"MeCF1825","Meyer","Conrad Ferdinand",,"2",1,2,"m","","",1825-01-01 00:00:00,0,"",1898-01-01 00:00:00,"","","","Zürcher Dichert, Lyriker und Meister der","1","",,,,,,,,,,,,,,,,,
348,"MeF1799","Meyer","Ferdinand M.",,"2",1,3,"m","","",1799-01-01 00:00:00,0,"Erziehungsrath",1840-01-01 00:00:00,"","","","Sohn von Johann Jacob Meyer","1","",,,,,,,,,,,,,,,,,
349,"MeHJxxxx","Meyer","Hans Jakob",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","Pfarrer von Pfäffikon bis 1837, Seelsorg","1","",,,,,,,,,,,,,,,,,
350,"MeJJ1763","Meyer","Johann Jacob",,"2",1,3,"m","","",1763-01-01 00:00:00,0,"",1819-01-01 00:00:00,"","","","Schweizer Offizier und Politiker, Vater ","1","",,,,,,,,,,,,,,,,,
351,"MeJ1799","Meyer","Johannes",,"2",1,2,"m","","",1799-01-01 00:00:00,0,"",1833-01-01 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
352,"MeK  xxxx","Meyer","Karl",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","defined a thesis of a 13th Century’s con","1","",,,,,,,,,,,,,,,,,
353,"Meyer0000","Meyer","",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","was involved in counterrevolution during","2","na",,,,,,,,,,,,,,,,,
354,"MeC1807","Meyer (-Hofmeister)","Conrad",,"1",1,2,"m","","",1807-01-01 00:00:00,0,"Zürich/Zürich",1881-01-01 00:00:00,"Zürich, Switzerland","Zürich, Switzerland","","1833-36 PD für Chirurgie in Zürich, 1836","4","30346447",,,,,,,,,,,,,,,,,
355,"MeG1804","Meyer von Knonau","Gerold",,"1",1,2,"m","","",1804-01-01 00:00:00,0,"",1858-01-01 00:00:00,"","","","Historiographer","4","51680397",,,,,,,,,,,,,,,,,
356,"MeG1843","Meyer von Knonau","Gerold",,"3",1,5,"m","","",1843-01-01 00:00:00,0,"",1931-01-01 00:00:00,"","","","Historiographer. studies under Max Bündi","4","9837900",,,,,,,,,,,,,,,,,
357,"MeL1769","Meyer von Knonau","Ludwig",,"1",1,3,"m","","",1769-01-01 00:00:00,0,"Zürich, Switzerland",1848-01-01 00:00:00,"Zürich, Switzerland","Zürich, Switzerland","","","4","100819524",,,,,,,,,,,,,,,,,
358,"MeWxxxx","Meyer-Ott","Wilhelm",,"2",1,1,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
359,"MeM1816","Meysenbug","Malwida, von",,"3",1,5,"f","","",1816-01-01 00:00:00,0,"",1903-01-01 00:00:00,"Rome, Italy"," Kassel, Hesse","","[She] was a German writer, her work incl","4","89241023",,,,,,,,,,,,,,,,,
360,"MiCF0000","Minod","Charles-François",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"porbabely Yverdon",0000-00-00 00:00:00,"","","","Fourier au 2e regime","2","na",,,,,,,,,,,,,,,,,
361,"MoeWxxxx","Möckli","Werner",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","critisizes the lack of a theory of democ","1","",,,,,,,,,,,,,,,,,
362,"MoeJMxxxx","Moeglin","Jean-Marie",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","about late medieval dynasties (Moeglin, ","1","",,,,,,,,,,,,,,,,,
363,"MoCxxxx","Monnard","Charles",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"Waadt",0000-00-00 00:00:00,"","","","Theologe, gegen Freisinnige Kontrolle üb","1","",,,,,,,,,,,,,,,,,
364,"MoLo0000","Morel","Louis",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"Luzern",0000-00-00 00:00:00,"Luzern","Luzern","","Son of Ludwig Morel and brother of Josef","2","na",,,,,,,,,,,,,,,,,
365,"MoLu0000","Morel  ","Ludwig",,"2",1,6,"m","","",0000-00-00 00:00:00,0,"Luzern",0000-00-00 00:00:00,"Luzern","Luzern","","Negociant. Father of Josef Morel","2","na",,,,,,,,,,,,,,,,,
366,"MoJ1800§","Morel-Peyer","Josef",,"2",1,1,"m","","",0000-00-00 00:00:00,0,"Luzern",1844-01-01 00:00:00,"Luzern","Luzern","","Textile merchant (Tuhhändler). Husband o","2","na",,,,,,,,,,,,,,,,,
367,"MoKaK1790","Morel-Peyer","Katharina",,"2",1,2," f",,"90538200_1429953571.png",1790-01-01 00:00:00,,"Luzern",1876-01-01 00:00:00,"Luzern","Luzern",,,,"na",,,,,,,,,,,,,,,,,
368,"MoeOxxxx","Mörke","Olaf",,"3",1,5,"m","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"","","","","1","",,,,,,,,,,,,,,,,,
369,"MoJH1803","Mousson","Johan Heinrich Emanuel, von",,"1",1,2,"m","","",1803-01-01 00:00:00,0,"Lonay/Zürich",1869-01-01 00:00:00,"Zürich, Switzerland","Lonay","","Bürgermeister","4","81782584",,,,,,,,,,,,,,,,,
370,"MuC0000","Mugler","C.",,"2",1,3,"m","","",0000-00-00 00:00:00,0,"Oberlangenhart",0000-00-00 00:00:00,"","","","Gichteler (Neugläubiger)","2","na",,,,,,,,,,,,,,,,,
371,"MueA1601","Mülinen","Anna, von",,"2",1,2,"f","","",1601-01-01 00:00:00,0,"",1647-01-01 00:00:00,"Bern, Switzerland","Bern, Switzerland","","","2","na",,,,,,,,,,,,,,,,,
372,"MueA1523§","Mülinen","Anna, von",,"2",1,3,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"Bern, Switzerland","Bern, Switzerland","","Priorin, married later Heinrich Sinner*","2","na",,,,,,,,,,,,,,,,,
373,"MueA1500§","Mülinen","Anna, von",,"2",1,6,"f","","",0000-00-00 00:00:00,0,"",0000-00-00 00:00:00,"na","na","","","2","na",,,,,,,,,,,,,,,,,
374,"MueH1850","Mülinen","Helene, von",,"2",1,3,"f","","",1850-01-01 00:00:00,0,"",1924-01-01 00:00:00,"Bern, Switzerland","Bern, Switzerland","","[She] was a Swiss feminist who is regard","4","47532887",,,,,,,,,,,,,,,,,
