"id","user_id","memberID","img","groupID","selection_class","agenttype1","agenttype2","gender","last_name","first_name","other_name","birthday","birth_location","birth_location_map","deathday","death_location","workplace","knows","shortbio","data_evaluation","viaf_no","authority_record","authority_organization"
"432",\N,"PiGBxxxx",\N,\N,"2","1","3","1","Pioda","Giovanni Battista",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N
"433",\N,"PlJ1798",\N,\N,"2","1","2","1","Platter","Johannes",\N,"1798-01-01 00:00:00","St. Gallen",\N,"1857-01-01 00:00:00",\N,\N,\N,"Gichteler, bekehrt das Zürcher Oberland von 1834 bis 1843","1",\N,\N,\N
"434",\N,"PrA1697",\N,\N,"3","1","5","1","Prévost","Antoine  ",\N,"1697-01-01 00:00:00",\N,\N,\N,\N,"1763",\N,\N,"1",\N,\N,\N
"435",\N,"PrPJ1809",\N,\N,"2","1","1","1","Proudhon","Pierre-Joseph",\N,"1809-01-01 00:00:00",\N,\N,"1865-01-01 00:00:00","Passy, Paris, France","Besançon, France",\N,\N,"4",\N,"17228286","0"
"436",\N,"PuS1632",\N,\N,"2","1","3","1","Puffendorf","Samuel",\N,"1632-01-01 00:00:00",\N,\N,"1694-01-01 00:00:00","Berlin, Germany","Zwönitz, Germany",\N,"Baron Samuel von Pufendorf was a German jurist, political philosopher, economist, statesman, and historian. His name was just Samuel Pufendorf until he was ennobled in 1684; he was made a Freiherr a few months before his death at age 62 in 1694.","1",\N,\N,\N
"437",\N,"Ra0000",\N,\N,"2","1","3","1","Raabe",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Professor","2",\N,"na","0"
"438",\N,"Ragusaxxxx",\N,\N,"2","1","3","1","Ragusa",\N,\N,\N,\N,\N,\N,\N,\N,\N,"writer of the Herzogin von Ragusa","1",\N,\N,\N
"439",\N,"RaC0000",\N,\N,"2","1","3","2","Rahn  ","Caroline",\N,\N,\N,\N,\N,"na","na",\N,"Swiss feminist.","2",\N,"na","0"
"440",\N,"RaHK1802",\N,\N,"1","1","1","1","Rahn-Escher","Hans Conrad",\N,"1802-01-01 00:00:00","Zürich",\N,"1881-01-01 00:00:00",\N,\N,\N,"Arzt","1",\N,\N,\N
"441",\N,"ReA1765",\N,\N,"2","1","3","1","Reding","Alois Josef Fridolin",\N,"1765-01-01 00:00:00","Biberegg, Schwyz/Schwyz",\N,"1818-01-01 00:00:00",\N,\N,\N,"einer der ersten, die Widerstand gegen die Helvetik bot, ging nach Paris um dort den Ersten Consul für das Föderative-System der Schweiz zu gewinnen","1",\N,\N,\N
"442",\N,"ReT1755",\N,\N,"2","1","3","1","Reding","Theodor",\N,"1755-01-01 00:00:00",\N,\N,"1809-01-01 00:00:00",\N,\N,\N,"Schwyzer General, 1811 zwingt in Andalusien Napoleons Truppen zur Kapitulation","1",\N,\N,\N
"443",\N,"Re<958",\N,\N,"2","1","5","2","Regelinda ",\N,\N,\N,\N,\N,\N,\N,\N,\N,"not well known mother of Adalrich – see Ufenau – wife of Burchard II. Princess Abbess of the Imperial Abbey of Fraumünster (Zürich).","1",\N,\N,\N
"444",\N,"vReH1755",\N,\N,"1","1","3","1","Reinhard","Hans, von",\N,"1755-01-01 00:00:00","Zürich/Zürich",\N,"1835-01-01 00:00:00","Zürich, Switzerland","Zürich, Switzerland",\N,"Bürgermeister","4",\N,"32403192","0"
"445",\N,"ReJ1792",\N,\N,"2","1","3","1","Rellstab","Johannes",\N,"1792-01-01 00:00:00","Wädenswil",\N,\N,\N,\N,\N,"Gichteler (Neugläubiger), publiziert Briefe von Gichtel und Campagne 1842","1",\N,\N,\N
"446",\N,"ReJAL1772",\N,\N,"2","1","3","1","Reymond","Jean-Antoin Louis",\N,"1772-01-01 00:00:00","Waadt",\N,"1821-01-01 00:00:00",\N,\N,\N,"Anführer der Radikalen in der Waadt während der Helvetik, das Pendant zu Bernhard Hirzel","1",\N,\N,\N
"447",\N,"RhVxxxx",\N,\N,"3","1","5","1","Rheinhard","Volker",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N
"448",\N,"Ri840",\N,\N,"2","1","5","2","Richardis ",\N,"of the Ahalolfinger dynasty",\N,\N,\N,\N,\N,\N,\N,"of the Ahalolfinger dynasty – Princess Abbess of the Imperial Abbey of Fraumünster (Zürich). becomes Kaiser with her husband Karl III. In Catholic tradition a saint. (Siegwart, 1995)","1",\N,\N,\N
"449",\N,"RiH1788",\N,\N,"2","1","2","1","Rieter","Heinrich",\N,"1788-01-01 00:00:00","Winterthur ",\N,"1851-01-01 00:00:00",\N,\N,\N,"Winterthurer Industrieller. Gliederte der väterlichen Feinspinnerei eine Maschinenewerkstätte and, die Weltruf erlangte","1",\N,\N,\N
"450",\N,"RiK1779",\N,\N,"2","1","3","1","Ritter","Karl",\N,"1779-01-01 00:00:00",\N,\N,"1859-01-01 00:00:00",\N,\N,\N,"Professor Geographie","1",\N,\N,\N
"451",\N,"RoW1721",\N,\N,"2","1","5","1","Robertson","William",\N,"1721-01-01 00:00:00",\N,\N,"1793-01-01 00:00:00",\N,\N,\N,\N,"1",\N,\N,\N
"452",\N,"RoM1758",\N,\N,"2","1","3","2","Robespierre","Maximilien Marie Isidore, de",\N,"1758-01-01 00:00:00",\N,\N,"1794-01-01 00:00:00","na","na",\N,"Idol der Radikalen","2",\N,"na","0"
"453",\N,"RoLxxxx",\N,\N,"2","1","3","1","Roll",", von",\N,\N,\N,\N,\N,\N,\N,\N,"Bahlstahl","1",\N,\N,\N
"455",\N,"RoAIP1777",\N,\N,"2","1","3","1","Romanow ","Alexander I. Pawlowitsch","Alexander I.","1777-01-01 00:00:00",\N,\N,"1825-01-01 00:00:00","Taganrog","St. Petersburg",\N,"Zar von Russland","1",\N,\N,\N
"456",\N,"RoeA1770",\N,\N,"2","1","2","1","Rösselet","Abraham",\N,"1770-01-01 00:00:00",\N,\N,"1850-01-01 00:00:00","Bern, Switzerland","Toul, Lothringen",\N,"participated in the Russian Campaign","4",\N,"D42519","0"
"457",\N,"RoP1787",\N,\N,"2","1","3","1","Rossi","Pellegrino",\N,"1787-01-01 00:00:00","Genf",\N,"1848-01-01 00:00:00","Rom, Italy","Carrara, Italy",\N,"Berichterstatter des Rossi-Plans","4",\N,"64074105","0"
"458",\N,"RoJJ1712",\N,\N,"2","1","5","1","Rousseau","Jean Jacques",\N,"1712-01-01 00:00:00",\N,\N,"1778-01-01 00:00:00",\N,\N,\N,"Idol der Liberalen und Radikalen","1",\N,\N,\N
"459",\N,"RuA1678",\N,\N,"3","1","5","1","Ruchat","Abraham",\N,"1678-01-01 00:00:00",\N,\N,"1750-01-01 00:00:00",\N,\N,\N,"«Les délices de la Suisse» (1714)","1",\N,\N,\N
"460",\N,"RuJM0000",\N,\N,"2","1","1","1","Rudolf","Johann Martin",\N,\N,\N,\N,\N,"unkown","na",\N,"Major","1",\N,\N,\N
"461",\N,"RueA0000",\N,\N,"2","1","3","2","Rüegg","Anna",\N,\N,"Schönau",\N,\N,"na","na",\N,"Gichteler (Neugläubiger)","2",\N,"na","0"
"462",\N,"RueH1801",\N,\N,"1","1","2","1","Rüegg","Heinrich",\N,"1801-01-01 00:00:00","Bauma (ZH)",\N,"1871-01-01 00:00:00",\N,\N,\N,"Medicin, Professor","1",\N,\N,\N
"463",\N,"RueJH0000",\N,\N,"2","1","3","1","Rüegg","Johann Heinrich",\N,\N,"Bauma",\N,\N,\N,\N,\N,"Gichteler, wurde von Platter besucht","2",\N,"na","0"
"464",\N,"RueJ1799",\N,\N,"1","1","2","1","Rüegg","Johannes",\N,"1799-01-01 00:00:00","Bauma (ZH)",\N,"1871-01-01 00:00:00",\N,\N,\N,"Professor","1",\N,\N,\N
"465",\N,"RuUtE1790",\N,\N,"2","1","2","2","Ruepp-Uttinger","Elise",\N,"1790-01-01 00:00:00",\N,\N,\N,"na","na",\N,\N,"2",\N,"na","0"
"466",\N,"Rue0000",\N,\N,"3","1","5","1","Rüh",\N,\N,\N,\N,\N,\N,\N,\N,\N,"traditionelle Staatengeschichte (Tuchtenhagen, 2011) (p. 44)","2",\N,"na","0"
"467",\N,"RueJxxxx",\N,\N,"3","1","5","1","Rüsens","Jörn",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N
"468",\N,"RueVxxxx",\N,\N,"2","1","3","1","Rüttimann","Vincenz",\N,\N,\N,\N,\N,\N,\N,\N,"unitarisch, später konservativer Akteur","1",\N,\N,\N
"469",\N,"RMvSAM1772",\N,\N,"2","1","3","2","Rüttimann-Meyer von Schauensee","Anna Maria ",\N,"1772-01-01 00:00:00",\N,\N,"1856-01-01 00:00:00","unkown","Luzern, Switzerland",\N,"[She] was a politically influential Swiss salonist during the Helvetian Republic. She was married to Vincent Rüttimann from 1794 and corresponded with Paul Usteri from 1799. (Wikipedia)","2",\N,"na","0"
"470",\N,"SaJMxxxx",\N,\N,"2","1","3","1","Sailer","Johann Michael, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N
"471",\N,"SaJ 1517§",\N,\N,"2","1","5","1","Salat","Johannes",\N,\N,\N,\N,\N,\N,\N,\N,"wrote Reformationschronik (1517-1534) against Stumpf's work.","1",\N,\N,\N
"472",\N,"SaMeM1855",\N,\N,"2","1","3","2","Salis-Marschlins","Barbara Margaretha, von","Meta","1855-01-01 00:00:00",\N,\N,"1929-01-01 00:00:00","Basel, Switzerland","Schloss Marschlin, Igis, Switzerland",\N,"[She] was a Swiss feminist and historian, as well as a regular correspondent of Friedrich Nietzsche. (Wikipedia)","4",\N,"54193565","0"
"473",\N,"SaSoJU1790",\N,\N,"2","1","3","1","Salis-Soglio","Johann Ulrich, von",\N,"1790-01-01 00:00:00",\N,\N,"1874-01-01 00:00:00","Chur, Switzerland","Chur, Switzerland",\N,"Bündner Führer der Sonderbundtruppen (protestant)","4",\N,"17982094","0"
"474",\N,"SaP1956",\N,\N,"3","1","5","1","Sarasin  ","Philipp   ",\N,"1956-01-01 00:00:00",\N,\N,\N,\N,\N,\N,"Schweizer Historiker (Neuere Allgemeine Geschichte)","1",\N,\N,\N
"475",\N,"SaSaE1829",\N,\N,"2","1","3","2","Sarasin-Sauvin","Elisabeth",\N,"1829-01-01 00:00:00",\N,\N,"1982-01-01 00:00:00","na","na",\N,\N,"2",\N,"na","0"
"476",\N,"Sa0000",\N,\N,"2","1","3","1","Sarrans",\N,\N,\N,\N,\N,\N,\N,\N,\N,"reports about his experiences during the July Revolution","2",\N,"na","0"
"477",\N,"vSaFC1779",\N,\N,"2","1","3","1","Savigny","Friedrich Carl, von",\N,"1779-01-01 00:00:00",\N,\N,"1861-01-01 00:00:00",\N,\N,\N,"Rechtsgelehrter","1",\N,\N,\N
"478",\N,"ScHG1828",\N,\N,"2","1","2","1","Schaller","Henri Gaspard de",\N,"1828-01-01 00:00:00",\N,\N,"1900-01-01 00:00:00","Fribourg, Switzerland","Versailles, France",\N,"Was in charge to restore and return the church propertiers.","4",\N,"15537329","0"
"479",\N,"Sc0000",\N,\N,"2","1","3","1","Schäppi",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N,"na","0"
"480",\N,"ScL0000",\N,\N,"2","1","3","2","Scheidegger","Luise",\N,\N,\N,\N,"1866-01-01 00:00:00","na","na",\N,"1866 Freitod, ev. um nicht die Verlobung mit Gottfried Keller lösen zu müssen, Honour-suicide","2",\N,"na","0"
"481",\N,"ScHJ1825",\N,\N,"1","1","1","1","Schellenberg","Hans Jakob",\N,"1825-01-01 00:00:00","Pfäffikon (ZH)",\N,"1900-01-01 00:00:00",\N,\N,\N,"Farmer","1",\N,\N,\N
"482",\N,"ScC1856§",\N,\N,"3","1","5","1","Schenk","Carl",\N,\N,\N,\N,\N,\N,\N,\N,"Hauschronik(1856-1857) – reprint in Neues Berner Taschenbuch (Türler, 1931)","1",\N,\N,\N
"483",\N,"ScJJ1825",\N,\N,"2","1","1","1","Scherer","Johann Jacob",\N,"1825-01-01 00:00:00",\N,\N,"1878-01-01 00:00:00","Winterthur, Switzerland","Schönenberg, Switzerland",\N,\N,"1",\N,\N,\N
"484",\N,"HeMB1822",\N,\N,"5","1","2","2","Heimgartner","Maria Bernada","born Maria Anna","1822-01-01 00:00:00","Ingenbohl, Switzerland",\N,"1863-01-01 00:00:00","Menzingen","Fislibach, Aargau",\N,"Co-founderin and first Matron of the Sisters of Ingebohl (1844-1863), was beatified by Pope John Paul II.","1",\N,\N,\N
"485",\N,\N,\N,\N,"5","1","2","2","Elmiger","Maria Theresia",\N,\N,\N,\N,\N,\N,\N,\N,"A Matron of the Ingebohl sisters in Baldegg (1842-1851)","1",\N,\N,\N
"486",\N,\N,\N,\N,"5","1","2","2","Kaufamnn","Maria Otilia",\N,\N,\N,\N,\N,\N,\N,\N,"A Matron of the Ingebohl sisters in Baldegg (1853-1858)","1",\N,\N,\N
"487",\N,"ScMT1825",\N,\N,"2","1","3","2","Scherer","Maria Theresia","Anna Maria Katharina","1825-01-01 00:00:00",\N,\N,"1888-01-01 00:00:00",\N,"Megger",\N,"Co-founderin and Matron of the Ingebohl sisters, Switzerland (1857-1888), was beatified by Pope John Paul II.","4",\N,"18021095","0"
"488",\N,"ScBoT1816",\N,\N,"2","1","1","1","Scherer-Boccard","Theodor",\N,"1816-01-01 00:00:00",\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N
"489",\N,"ScIT1801",\N,\N,"1","1","1","1","Scherr","Ignaz Thomas",\N,"1801-01-01 00:00:00","Küsnacht, von Württemberg",\N,"1870-01-01 00:00:00",\N,\N,\N,"Lehrer","1",\N,\N,\N
"490",\N,"ScF1759",\N,\N,"3","1","5","1","Schiller","Friedrich",\N,"1759-01-01 00:00:00",\N,\N,"1805-01-01 00:00:00","Weimar, Germany","Marbach, Württemberg",\N,"(1789) Universalgeschichte – publishes 1804 his drama „Wilhelm Tell“","4",\N,"96994450","0"
"491",\N,"ScDAe1445*",\N,\N,"2","1","5","1","Schillin","Diebold, der Ältere",\N,\N,\N,\N,\N,\N,\N,\N,"Berner Chronik in the tradition of Schweizer Bilderchronik (Bayerische Staatsbibliothek, 2012)","1",\N,\N,\N
"492",\N,"ScD1795",\N,\N,"1","1","2","1","Schindler","Dietrich",\N,"1795-01-01 00:00:00","Glarus",\N,"1882-01-01 00:00:00",\N,\N,\N,\N,"1",\N,\N,\N
"493",\N,"ScBeA1773",\N,\N,"2","1","3","2","Schlatter-Bernet","Anna",\N,"1773-01-01 00:00:00",\N,\N,"1826-01-01 00:00:00","St. Gallen, Switzerland","St. Gallen, Switzerland",\N,\N,"4",\N,"4921914","0"
"494",\N,"ScD1764",\N,\N,"2","1","3","2","Schlegel","Dorothea, von",\N,"1764-01-01 00:00:00",\N,\N,"1839-01-01 00:00:00","Frankfurt, Germany","Berlin, Germany",\N,"She was a German novelist and translator.","4",\N,"95307649","0"
"495",\N,"ScScC1763",\N,\N,"3","1","5","2","Schlege-Schelling","Caroline","born Michaelis.","1763-01-01 00:00:00","her Rousseau interpretation claims for “romantic passion” as a motor for liberation- she is an exception with her rejection of the Tugenddiskurs ",\N,"1809-01-01 00:00:00","Maulbronn, Germany","Göttingen, Germany",\N,"She was a noted German intellectual. (Wikipedia)","4",\N,"98185204","0"
"496",\N,"ScF1768",\N,\N,"2","1","3","1","Schleiermacher","Friedrich",\N,"1768-01-01 00:00:00",\N,\N,"1834-01-01 00:00:00",\N,\N,\N,"Professor Theologie","1",\N,\N,\N
"497",\N,"ScAL1735",\N,\N,"3","1","5","1","Schlözer","August Ludwig",\N,"1735-01-01 00:00:00",\N,\N,"1809-01-01 00:00:00",\N,\N,\N,"Göttinger Historikerschule –Vorstellung seiner Universalgeschichte (1772, 1773), Allgemeine Nordische Geschichte - general method „historical-critical“ requires written text and draws the line between prehistory and history for countries, parallel development of writing culture and Christianization (link between education and theology-TH) (Tuchtenhagen, 2011) (p. 19)","1",\N,\N,\N
"498",\N,"ScL1781",\N,\N,"2","1","1","1","Schnell","(Johann) Ludwig",\N,"1781-01-01 00:00:00",\N,\N,"1859-01-01 00:00:00",\N,"Burgdorf",\N,"Gebrüder in der Revolution von Olten","4",\N,"88235855","0"
"499",\N,"ScJ1793",\N,\N,"2","1","2","1","Schnell","Johann (Hans)",\N,"1793-01-01 00:00:00",\N,\N,"1865-01-01 00:00:00",\N,"Burgdorf",\N,"Gebrüder in der Revolution von Olten","4",\N,"88235608","0"
"500",\N,"ScK 1786",\N,\N,"2","1","2","1","Schnell","Karl",\N,"1786-01-01 00:00:00",\N,\N,"1844-01-01 00:00:00",\N,"Burgdorf",\N,"Gebrüder in der Revolution von Olten","4",\N,"77078004","0"
"501",\N,"ScH1819",\N,\N,"1","1","2","1","Schnurrenberger","Heinrich",\N,"1819-01-01 00:00:00","Sternenberg/Zürich",\N,"1839-01-01 00:00:00",\N,\N,\N,"Sohn armer, alter Eltern","1",\N,\N,\N
"502",\N,"ScBuAxxxx",\N,\N,"3","1","5","1","Schnyder Burghartz ","Albert",\N,\N,\N,\N,\N,\N,\N,\N,"model of consensus…","1",\N,\N,\N
"503",\N,"Scxxxx",\N,\N,"2","1","5","1","Schodoler",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N
"504",\N,"ScJH1766",\N,\N,"3","1","5","2","Schopenhauer","Johanna (Henriette) ",\N,"1766-01-01 00:00:00",\N,\N,"1839-01-01 00:00:00","na","na",\N,"Jugend Leben und Wanderbilder in 24 volumes published by Brockhaus (1830) – a  Salonnière (=entertains/organizes a literary salon) – justifies the beginning (French) revolution as a reaction to “feudal despotism” and effort of human self-perfectionism (Vahsen, 2000) (p.49) – justifies the murder as reaction to oppression","2",\N,"na","0"
"505",\N,"ScH1470§",\N,\N,"3","1","5","1","Schriber","Hans",\N,\N,\N,\N,\N,\N,\N,\N,"wrote Das weisse Buch von Sarnen 1470- without exact date ","1",\N,\N,\N
"506",\N,"ScFxxxx",\N,\N,"2","1","6","1","Schulthess","Friedrich   ",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N
"507",\N,"ScLxxxx",\N,\N,"2","1","3","1","Schulthess","L.",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N
"508",\N,"ScWoB1745",\N,\N,"4","1","4","2","Schulthess-Wolf ","Barbara",\N,"1745-01-01 00:00:00",\N,\N,"1818-01-01 00:00:00","Zürich, Switzerland","Zürich, Switzerland",\N,"Biographer","1",\N,\N,\N
"510",\N,"ScJG1776",\N,\N,"2","1","2","1","Schumacher","Joseph Gaspard",\N,"1776-01-01 00:00:00",\N,\N,"1847-01-01 00:00:00","Orléans, France","Schüpfheim, Luzern",\N,"Swiss military in Napolenonic services during the Russian Campaign.","4",\N,"232755977","0"
"511",\N,"ScKLxxxx",\N,\N,"2","1","3","1","Schuster","Karl Ludwig",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N
"512",\N,"ScRxxxx",\N,\N,"2","1","3","1","Schwarzenbach","Robert",\N,\N,\N,\N,\N,\N,\N,\N,"Seidenfabrikant auf dem Land mit Söhnen.","1",\N,\N,\N
"513",\N,"ScT1887",\N,\N,"3","1","5","1","Schwegler","Theodor",\N,"1887-01-01 00:00:00",\N,\N,"1967-01-01 00:00:00",\N,\N,\N,"Geschichte der Katholischen Kirche in der Schweiz (1935) retrospective “providential character” of events and the succeding modern Nation-state (Metzger, 2011) (p. 174) – principle of “cuius regio, eius religio”","1",\N,\N,\N
"514",\N,"ScA1808",\N,\N,"2","1","3","1","Schweizer","Alexander",\N,"1808-01-01 00:00:00","Murten/Zürich",\N,\N,\N,\N,\N,"Theologieprofessor","1",\N,\N,\N
"515",\N,"Sc20000",\N,\N,"2","1","6","1","Schweizer",\N,\N,\N,"Kopigen",\N,\N,\N,\N,\N,"Gichteler (Neugläubiger), war er der Postdirektor bei Weiss erwähnt?","2",\N,"na","0"
"516",\N,"SeJP1803",\N,\N,"5","1","6","1","Segesser (von Brunegg)-Arnold","Josef Plazid",\N,"1803-01-01 00:00:00",\N,\N,"1878-01-01 00:00:00",\N,\N,\N,"Brother of Xaver and Eduard Segesser. Teacher of arts (Zeichenlehrer), architect, building inspector, Grand Councillor.","2",\N,"na","0"
"517",\N,"SeE1811",\N,\N,"5","1","6","1","Segesser (von Brunegg)-von Vivis","Eduard",\N,"1811-01-01 00:00:00",\N,\N,"1868-01-01 00:00:00",\N,\N,\N,"coronel. owner of the Schweizerhof. Brother of Xaver and Josef Plazid","2",\N,"na","0"
"518",\N,"SeJX1767",\N,\N,"5","1","6","1","Segesser (von Brunegg)","Josef Xaver",\N,"1767-01-01 00:00:00",\N,\N,"1811-01-01 00:00:00",\N,\N,\N,"coronole of a Swiss Regiment, died December 1811 in Marsaille.","2",\N,"na","0"
"519",\N,"SeJFL1780",\N,\N,"5","1","2","1","Segesser (von Brunegg)","Josef Franz Lorenz",\N,"1780-01-01 00:00:00",\N,\N,"1849-01-01 00:00:00","Luzern, Switzerland","Luzern, Switzerland",\N,"Son of Josef Aurelian Segesser","4",\N,"1051790840","0"
"520",\N,"SeX1814",\N,\N,"5","1","2","1","Segesser (von Brunegg)","Xaver",\N,"1814-01-01 00:00:00",\N,\N,"1874-01-01 00:00:00","Luzern, Switzerland","Luzern, Switzerland",\N,"Son of Josef Franz Segesser","4",\N,"1051790921","0"
"521",\N,"SePA1817",\N,\N,"2","1","3","1","Segesser (von Brunegg)","Philipp Anton, von",\N,"1817-01-01 00:00:00",\N,\N,"1888-01-01 00:00:00","Luzern, Switzerland","Luzern, Switzerland",\N,"Führer der kath.-konservativen","4",\N,"17239703","0"
"522",\N,"SeG1803",\N,\N,"2","1","2","1","Semper","Gottfried",\N,"1803-01-01 00:00:00",\N,\N,"1879-01-01 00:00:00","Rom, Italy","Altona (today Hamburg), Germany",\N,"Originally Danish, later German architect.","4",\N,"44372667","0"
"523",\N,"SeH1827",\N,\N,"1","1","2","1","Senn","Heinrich",\N,"1827-01-01 00:00:00","Fischental",\N,"1915-01-01 00:00:00",\N,\N,\N,\N,"1",\N,\N,\N
"524",\N,"SeJ1824",\N,\N,"1","1","2","1","Senn","Jakob",\N,"1824-01-01 00:00:00","Fischental",\N,"1879-01-01 00:00:00",\N,\N,\N,"Sohn von Kleinbauern, Volksdichter","1",\N,\N,\N
"525",\N,"ShP1792",\N,\N,"2","1","2","1","Shelley","Percy",\N,"1792-01-01 00:00:00",\N,\N,"1822-01-01 00:00:00",\N,\N,\N,"Schwärmte für die Schweiz","1",\N,\N,\N
"526",\N,"ZaScK0000",\N,\N,"5","1","2","2","Zahn-Schlatter","Cleophea","Kleophea",\N,\N,\N,\N,\N,\N,\N,"friend of Meta Heusser-Schweizer","2",\N,"na","0"
"527",\N,"Si0000",\N,\N,"2","1","3","1","Siber",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Seidenfabrikant in Zürich","2",\N,"na","0"
"528",\N,"SiMueJ0000",\N,\N,"5","1","2","2","Siegwart-Müller","Josephine",\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N,"na","0"
"529",\N,"SiAe0000",\N,\N,"5","1","2","1","Siegwart ","Alfred",\N,\N,\N,\N,\N,\N,\N,\N,"Son of Constantin Siegwart-Müller","2",\N,"na","0"
"530",\N,"RaJJW1766",\N,\N,"5","1","2","1","Radetzky von Radetz","Johann Josef Wenzel, Graf","Johann Josef (Joseph) Wenzel (Anton Fran","1766-01-01 00:00:00",\N,\N,"1858-01-01 00:00:00","Milan, Italy","Sedlčany, Czech Republic",\N,"[He] was a Czech nobleman and Austrian general, immortalised by Johann Strauss I's Radetzky March (Wikipedia).","1",\N,\N,\N
"531",\N,"SiJE1834",\N,\N,"5","1","2","1","Siegwart ","Josef Ernst",\N,"1834-01-01 00:00:00","Altdorf",\N,"1913-01-01 00:00:00",\N,\N,\N,"Son of Constantin Siegwart-Müller (unclear if 2nd or 3rd; see: Der Geschichtsfreund : Mitteilungen des Historischen Vereins Zentralschweiz 1913 and Elisabeth Rüf 1952), Ingenieur, Bienenzüchter","2",\N,"na","0"
"532",\N,"SiMueC1801",\N,\N,"2","1","4","1","Siegwart-Müller","Constantin","Konstantin","1801-01-01 00:00:00","Uri",\N,"1869-01-01 00:00:00","Altdorf, Uri","Lodrino, Ticino, Switzerland",\N,"früher liberaler, mit Jorio und Leu Ultra, plant territoriale Änderungen in der CH","4",\N,"62324268
","0"
"533",\N,"Si1867",\N,\N,"2","1","3","1","Sigfrid","Emil ",\N,"1867-01-01 00:00:00",\N,\N,\N,\N,\N,\N,\N,"2",\N,"na","0"
"534",\N,"SiG1960",\N,\N,"3","1","5","1","Signori","Gabriela",\N,"1960-01-01 00:00:00",\N,\N,\N,\N,\N,\N,"Schweizer Mediävistin","1",\N,\N,\N
"536",\N,"SiJN0000",\N,\N,"2","1","6","1","Simon","J. N.",\N,\N,\N,\N,\N,\N,\N,\N,\N,"2",\N,"na","0"
"537",\N,"SnL1785",\N,\N,"2","1","3","1","Snell","Ludwig",\N,"1785-01-01 00:00:00",\N,\N,"1854-01-01 00:00:00","Küssnacht, Zürich, Switzerland","Idstein, Hesse",\N,"Schrieb das Memorial am Tag von Uster 1830. Politscher Flüchtling aus Deutschland in Zürich, Broder von Wilhelm","4",\N,"15546555","0"
"538",\N,"SnW1789",\N,\N,"2","1","3","1","Snell","Wilhelm",\N,"1789-01-01 00:00:00",\N,\N,"1851-01-01 00:00:00",\N,\N,\N,"Jurist, Politscher Flüchtling aus Deutschland in Zürich","1",\N,\N,\N
"539",\N,"SpO1880",\N,\N,"3","1","5","1","Spengler","Oswald",\N,"1880-01-01 00:00:00",\N,\N,"1936-01-01 00:00:00",\N,\N,\N," “universal structure” in the history of “cultural philosophy” (Tuchtenhagen, 2011) (p. 9)","1",\N,\N,\N
"540",\N,"SpHH1812",\N,\N,"1","1","3","1","Spöndli","Hans Heinrich",\N,"1812-01-01 00:00:00","Zürich",\N,"1872-01-01 00:00:00",\N,\N,\N,"Fürsprecher","1",\N,\N,\N
"541",\N,"SpS1750*",\N,\N,"1","1","2","1","Spöndli","Sigmund",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N
"542",\N,"SpHR1818",\N,\N,"1","1","2","1","Spörri","Hans Rudolf",\N,"1818-01-01 00:00:00","Bauma (ZH)",\N,"1839-01-01 00:00:00",\N,\N,\N,"Sohn von Heinrich Spörri, Eltern lebten getrennt","1",\N,\N,\N
"543",\N,"SpJJ1819",\N,\N,"1","1","2","1","Spörri","Johan Jakob",\N,"1819-01-01 00:00:00","Fischental",\N,\N,\N,\N,\N,"Baumwollweber, arm","1",\N,\N,\N
"544",\N,"SpF1773",\N,\N,"2","1","2","1","Sprünglin","Frédéric","Emmanuel Frédéric Sprungli","1773-01-01 00:00:00",\N,\N,\N,\N,\N,\N,\N,"2",\N,"na","0"
"545",\N,"SpJJ1827",\N,\N,"2","1","2","1","Spyri","Johanna",\N,"1827-01-01 00:00:00",\N,\N,"1901-01-01 00:00:00",\N,\N,\N,"Schriftstellerin ","1",\N,\N,\N
"546",\N,"StPxxxx",\N,\N,"3","1","5","1","Stadler","Peter",\N,\N,\N,\N,\N,\N,\N,\N,"resuming history of Swiss historiography of the second half of the 20th Century (Stadler, 1991) question about cantonal differences in historiography (identity and historiography) Hans von Greyerz in the case of Bern, problems of periodisation 
“Verwissenschaftlichung der Historie” due to the foundation of universities Zürich and Bern (the first ones after Basel) see Eduard Fueter’s Geschichte der gesamtschweizerischen historischen Organisation
","1",\N,\N,\N
"547",\N,"StA1926",\N,\N,"3","1","5","1","Staehelin","Andreas  ",\N,"1926-01-01 00:00:00",\N,\N,"2002-01-01 00:00:00",\N,\N,\N,"Schweizer Historiker und Archivar","1",\N,\N,\N
