"game_agent_id","agent_name","id","img","groupID","selection_class","agenttype1","agenttype2","gender","last_name","first_name","other_name","birthday","birth_location","birth_location_map","deathday","death_location","workplace","knows","shortbio","data_evaluation","authority_record","authority_organization","memberID"
"416",\N,"416",\N,\N,"2","1","3","1","Perregaux",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Capitän aus Neuchatel","1",\N,\N,"Pexxxx"
"417",\N,"417",\N,\N,"2","1","3","2","Pestalozzi","Anna",\N,"1738-01-01 00:00:00",\N,\N,\N,"na","na",\N,\N,"2","na","0","PeA1738"
"418",\N,"418",\N,\N,"1","1","3","1","Pestalozzi","Johann Heinrich",\N,"1746-01-01 00:00:00","Zürich/Brugg",\N,"1827-01-01 00:00:00",\N,\N,\N,"Diacon/Pfarrer in Höngg, Pädagoge, Philosoph, Schul-und Sozialreformer, vor allem sein Buch ""Emil"" wurde gelesen","1",\N,\N,"PeJH1746"
"419",\N,"419",\N,\N,"2","1","3","1","Pestalutz",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Oberst im Züriputsch, ev. Johann (Hans) Conrad Pestalozzi-Hirzel (1793-1860)","1",\N,\N,"Pexxxx"
"420",\N,"420",\N,\N,"2","1","3","1","Petavel","François",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,"PeFxxxx"
"1097","1097","421",\N,\N,"2","1","3","1","Petitpierre",\N,\N,\N,\N,\N,\N,\N,\N,\N,"bekam später Graf Wesdehlen in Preussen","1",\N,\N,"Pexxxx"
"422",\N,"422",\N,\N,"3","1","5","1","Peyer   ","Hans Conrad",\N,\N,\N,\N,\N,\N,\N,\N,"His article in Schweizer Monatshefte „Der St. Galler Reformator Vadian als Geschichtsschreiber : pragmatische und mythische Geschichtsauffassung in der Schweiz des 16. Jahrhunderts“ (1985) (Peyer, 1985)
„pragmatic and mythical conception of history“ in the 16th Century
","1",\N,\N,"PeHCxxxx"
"423",\N,"423",\N,\N,"2","1","6","1","Peyer (im Hof)","Anton",\N,\N,"Willisau",\N,\N,\N,\N,\N,"Father of Heinrich Peyer and in-law of Katharina Peyer; Schultheiss of Willisau, saddler","1",\N,\N,"PeA0000"
"424",\N,"424",\N,\N,"2","1","6","1","Peyer (im Hof)","Heinrich",\N,\N,"Willisau",\N,"1837-01-01 00:00:00",\N,\N,\N,\N,"1",\N,\N,"PeH0000"
"425",\N,"425",\N,\N,"2","1","6","2","Peyer (im Hof)","Josefine",\N,\N,\N,\N,\N,"na","na",\N,"nice of Katharina Morel","2","na","0","PeJ 0000"
"426",\N,"426",\N,\N,"2","1","6","2","Peyer (im Hof)","Katharina",\N,\N,\N,\N,\N,"na","na",\N,"nice and step daughter of Katharina Morel","2","na","0","PeK0000"
"427",\N,"427",\N,\N,"2","1","6","1","Peyer (im Hof)","Thomas",\N,\N,"Willisau",\N,\N,\N,\N,\N,"older brother of Heinrich Peyer","1",\N,\N,"PeT0000"
"428",\N,"428",\N,\N,"2","1","2","1","Pfenninger",\N,\N,"1805-01-01 00:00:00",\N,\N,\N,\N,\N,\N,"Vikar, steht zur Wahl im Dreiervorschlag 1837","1",\N,\N,"Pf1805"
"429",\N,"429",\N,\N,"2","1","1","1","Pfyffer","Kasimir",\N,"1794-01-01 00:00:00","Rom/Luzern",\N,"1875-01-01 00:00:00",\N,\N,\N,"Jurist","1",\N,\N,"PfK1794"
"430",\N,"430",\N,\N,"2","1","3","1","Pictet de Rochement","Charles",\N,\N,\N,\N,\N,\N,\N,\N,"Neutralitätsformulierung","1",\N,\N,"PdRCxxxx"
"431",\N,"431",\N,\N,"2","1","3","2","Pieczynska-Reichenau","Emma",\N,"1854-01-01 00:00:00",\N,\N,"1927-01-01 00:00:00","Mont-Sur-Lausanne, Switzerland","Paris, France",\N,"[She]  was a Swiss abolitionist and feminist born in Paris, France. She was orphaned at 5 years old, and grew up with foster families in Geneva and Neuchâtel. When she was old enough, she travelled to Paris, where she met and married the intellectual Stanislas Pieczynski. In 1875 she followed him to Poland. Horrified by the lack of education of women there, she began at once to teach reading and writing. In 1881 she turned back to help people in Switzerland. In Leukerbad she learned from the American doctor and suffragette Harriet Clisby, who familiarized her with the women's rights movement. (Wikipedia)","4","67267456","0","PiReE1854"
"432",\N,"432",\N,\N,"2","1","3","1","Pioda","Giovanni Battista",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,"PiGBxxxx"
"433",\N,"433",\N,\N,"2","1","2","1","Platter","Johannes",\N,"1798-01-01 00:00:00","St. Gallen",\N,"1857-01-01 00:00:00",\N,\N,\N,"Gichteler, bekehrt das Zürcher Oberland von 1834 bis 1843","1",\N,\N,"PlJ1798"
"434",\N,"434",\N,\N,"3","1","5","1","Prévost","Antoine  ",\N,"1697-01-01 00:00:00",\N,\N,\N,\N,"1763",\N,\N,"1",\N,\N,"PrA1697"
"435",\N,"435",\N,\N,"2","1","1","1","Proudhon","Pierre-Joseph",\N,"1809-01-01 00:00:00",\N,\N,"1865-01-01 00:00:00","Passy, Paris, France","Besançon, France",\N,\N,"4","17228286","0","PrPJ1809"
"436",\N,"436",\N,\N,"2","1","3","1","Puffendorf","Samuel",\N,"1632-01-01 00:00:00",\N,\N,"1694-01-01 00:00:00","Berlin, Germany","Zwönitz, Germany",\N,"Baron Samuel von Pufendorf was a German jurist, political philosopher, economist, statesman, and historian. His name was just Samuel Pufendorf until he was ennobled in 1684; he was made a Freiherr a few months before his death at age 62 in 1694.","1",\N,\N,"PuS1632"
"437",\N,"437",\N,\N,"2","1","3","1","Raabe",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Professor","2","na","0","Ra0000"
"438",\N,"438",\N,\N,"2","1","3","1","Ragusa",\N,\N,\N,\N,\N,\N,\N,\N,\N,"writer of the Herzogin von Ragusa","1",\N,\N,"Ragusaxxxx"
"439",\N,"439",\N,\N,"2","1","3","2","Rahn  ","Caroline",\N,\N,\N,\N,\N,"na","na",\N,"Swiss feminist.","2","na","0","RaC0000"
"440",\N,"440",\N,\N,"1","1","1","1","Rahn-Escher","Hans Conrad",\N,"1802-01-01 00:00:00","Zürich",\N,"1881-01-01 00:00:00",\N,\N,\N,"Arzt","1",\N,\N,"RaHK1802"
"441",\N,"441",\N,\N,"2","1","3","1","Reding","Alois Josef Fridolin",\N,"1765-01-01 00:00:00","Biberegg, Schwyz/Schwyz",\N,"1818-01-01 00:00:00",\N,\N,\N,"einer der ersten, die Widerstand gegen die Helvetik bot, ging nach Paris um dort den Ersten Consul für das Föderative-System der Schweiz zu gewinnen","1",\N,\N,"ReA1765"
"442",\N,"442",\N,\N,"2","1","3","1","Reding","Theodor",\N,"1755-01-01 00:00:00",\N,\N,"1809-01-01 00:00:00",\N,\N,\N,"Schwyzer General, 1811 zwingt in Andalusien Napoleons Truppen zur Kapitulation","1",\N,\N,"ReT1755"
"443",\N,"443",\N,\N,"2","1","5","2","Regelinda ",\N,\N,\N,\N,\N,\N,\N,\N,\N,"not well known mother of Adalrich – see Ufenau – wife of Burchard II. Princess Abbess of the Imperial Abbey of Fraumünster (Zürich).","1",\N,\N,"Re<958"
"444",\N,"444",\N,\N,"1","1","3","1","Reinhard","Hans, von",\N,"1755-01-01 00:00:00","Zürich/Zürich",\N,"1835-01-01 00:00:00","Zürich, Switzerland","Zürich, Switzerland",\N,"Bürgermeister","4","32403192","0","vReH1755"
"445",\N,"445",\N,\N,"2","1","3","1","Rellstab","Johannes",\N,"1792-01-01 00:00:00","Wädenswil",\N,\N,\N,\N,\N,"Gichteler (Neugläubiger), publiziert Briefe von Gichtel und Campagne 1842","1",\N,\N,"ReJ1792"
"446",\N,"446",\N,\N,"2","1","3","1","Reymond","Jean-Antoin Louis",\N,"1772-01-01 00:00:00","Waadt",\N,"1821-01-01 00:00:00",\N,\N,\N,"Anführer der Radikalen in der Waadt während der Helvetik, das Pendant zu Bernhard Hirzel","1",\N,\N,"ReJAL1772"
"447",\N,"447",\N,\N,"3","1","5","1","Rheinhard","Volker",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,"RhVxxxx"
"448",\N,"448",\N,\N,"2","1","5","2","Richardis ",\N,"of the Ahalolfinger dynasty",\N,\N,\N,\N,\N,\N,\N,"of the Ahalolfinger dynasty – Princess Abbess of the Imperial Abbey of Fraumünster (Zürich). becomes Kaiser with her husband Karl III. In Catholic tradition a saint. (Siegwart, 1995)","1",\N,\N,"Ri840"
"449",\N,"449",\N,\N,"2","1","2","1","Rieter","Heinrich",\N,"1788-01-01 00:00:00","Winterthur ",\N,"1851-01-01 00:00:00",\N,\N,\N,"Winterthurer Industrieller. Gliederte der väterlichen Feinspinnerei eine Maschinenewerkstätte and, die Weltruf erlangte","1",\N,\N,"RiH1788"
"450",\N,"450",\N,\N,"2","1","3","1","Ritter","Karl",\N,"1779-01-01 00:00:00",\N,\N,"1859-01-01 00:00:00",\N,\N,\N,"Professor Geographie","1",\N,\N,"RiK1779"
"451",\N,"451",\N,\N,"2","1","5","1","Robertson","William",\N,"1721-01-01 00:00:00",\N,\N,"1793-01-01 00:00:00",\N,\N,\N,\N,"1",\N,\N,"RoW1721"
"452",\N,"452",\N,\N,"2","1","3","2","Robespierre","Maximilien Marie Isidore, de",\N,"1758-01-01 00:00:00",\N,\N,"1794-01-01 00:00:00","na","na",\N,"Idol der Radikalen","2","na","0","RoM1758"
"453",\N,"453",\N,\N,"2","1","3","1","Roll",", von",\N,\N,\N,\N,\N,\N,\N,\N,"Bahlstahl","1",\N,\N,"RoLxxxx"
"454",\N,"454",\N,\N,"2","1","6","1","Roll","Ludwig, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,"RoLxxxx"
"455",\N,"455",\N,\N,"2","1","3","1","Romanow ","Alexander I. Pawlowitsch","Alexander I.","1777-01-01 00:00:00",\N,\N,"1825-01-01 00:00:00","Taganrog","St. Petersburg",\N,"Zar von Russland","1",\N,\N,"RoAIP1777"
"456",\N,"456",\N,\N,"2","1","2","1","Rösselet","Abraham",\N,"1770-01-01 00:00:00",\N,\N,"1850-01-01 00:00:00","Bern, Switzerland","Toul, Lothringen",\N,"participated in the Russian Campaign","4","D42519","0","RoeA1770"
"457",\N,"457",\N,\N,"2","1","3","1","Rossi","Pellegrino",\N,"1787-01-01 00:00:00","Genf",\N,"1848-01-01 00:00:00","Rom, Italy","Carrara, Italy",\N,"Berichterstatter des Rossi-Plans","4","64074105","0","RoP1787"
"458",\N,"458",\N,\N,"2","1","5","1","Rousseau","Jean Jacques",\N,"1712-01-01 00:00:00",\N,\N,"1778-01-01 00:00:00",\N,\N,\N,"Idol der Liberalen und Radikalen","1",\N,\N,"RoJJ1712"
"459",\N,"459",\N,\N,"3","1","5","1","Ruchat","Abraham",\N,"1678-01-01 00:00:00",\N,\N,"1750-01-01 00:00:00",\N,\N,\N,"«Les délices de la Suisse» (1714)","1",\N,\N,"RuA1678"
"460",\N,"460",\N,\N,"2","1","1","1","Rudolf","Johann Martin",\N,\N,\N,\N,\N,"unkown","na",\N,"Major","1",\N,\N,"RuJM0000"
"461",\N,"461",\N,\N,"2","1","3","2","Rüegg","Anna",\N,\N,"Schönau",\N,\N,"na","na",\N,"Gichteler (Neugläubiger)","2","na","0","RueA0000"
"462",\N,"462",\N,\N,"1","1","2","1","Rüegg","Heinrich",\N,"1801-01-01 00:00:00","Bauma (ZH)",\N,"1871-01-01 00:00:00",\N,\N,\N,"Medicin, Professor","1",\N,\N,"RueH1801"
"463",\N,"463",\N,\N,"2","1","3","1","Rüegg","Johann Heinrich",\N,\N,"Bauma",\N,\N,\N,\N,\N,"Gichteler, wurde von Platter besucht","2","na","0","RueJH0000"
"464",\N,"464",\N,\N,"1","1","2","1","Rüegg","Johannes",\N,"1799-01-01 00:00:00","Bauma (ZH)",\N,"1871-01-01 00:00:00",\N,\N,\N,"Professor","1",\N,\N,"RueJ1799"
"465",\N,"465",\N,\N,"2","1","2","2","Ruepp-Uttinger","Elise",\N,"1790-01-01 00:00:00",\N,\N,\N,"na","na",\N,\N,"2","na","0","RuUtE1790"
"466",\N,"466",\N,\N,"3","1","5","1","Rüh",\N,\N,\N,\N,\N,\N,\N,\N,\N,"traditionelle Staatengeschichte (Tuchtenhagen, 2011) (p. 44)","2","na","0","Rue0000"
"467",\N,"467",\N,\N,"3","1","5","1","Rüsens","Jörn",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,"RueJxxxx"
"468",\N,"468",\N,\N,"2","1","3","1","Rüttimann","Vincenz",\N,\N,\N,\N,\N,\N,\N,\N,"unitarisch, später konservativer Akteur","1",\N,\N,"RueVxxxx"
"469",\N,"469",\N,\N,"2","1","3","2","Rüttimann-Meyer von Schauensee","Anna Maria ",\N,"1772-01-01 00:00:00",\N,\N,"1856-01-01 00:00:00","unkown","Luzern, Switzerland",\N,"[She] was a politically influential Swiss salonist during the Helvetian Republic. She was married to Vincent Rüttimann from 1794 and corresponded with Paul Usteri from 1799. (Wikipedia)","2","na","0","RMvSAM1772"
"470",\N,"470",\N,\N,"2","1","3","1","Sailer","Johann Michael, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,"SaJMxxxx"
"471",\N,"471",\N,\N,"2","1","5","1","Salat","Johannes",\N,\N,\N,\N,\N,\N,\N,\N,"wrote Reformationschronik (1517-1534) against Stumpf's work.","1",\N,\N,"SaJ 1517§"
"472",\N,"472",\N,\N,"2","1","3","2","Salis-Marschlins","Barbara Margaretha, von","Meta","1855-01-01 00:00:00",\N,\N,"1929-01-01 00:00:00","Basel, Switzerland","Schloss Marschlin, Igis, Switzerland",\N,"[She] was a Swiss feminist and historian, as well as a regular correspondent of Friedrich Nietzsche. (Wikipedia)","4","54193565","0","SaMeM1855"
"473",\N,"473",\N,\N,"2","1","3","1","Salis-Soglio","Johann Ulrich, von",\N,"1790-01-01 00:00:00",\N,\N,"1874-01-01 00:00:00","Chur, Switzerland","Chur, Switzerland",\N,"Bündner Führer der Sonderbundtruppen (protestant)","4","17982094","0","SaSoJU1790"
"474",\N,"474",\N,\N,"3","1","5","1","Sarasin  ","Philipp   ",\N,"1956-01-01 00:00:00",\N,\N,\N,\N,\N,\N,"Schweizer Historiker (Neuere Allgemeine Geschichte)","1",\N,\N,"SaP1956"
"475",\N,"475",\N,\N,"2","1","3","2","Sarasin-Sauvin","Elisabeth",\N,"1829-01-01 00:00:00",\N,\N,"1982-01-01 00:00:00","na","na",\N,\N,"2","na","0","SaSaE1829"
"476",\N,"476",\N,\N,"2","1","3","1","Sarrans",\N,\N,\N,\N,\N,\N,\N,\N,\N,"reports about his experiences during the July Revolution","2","na","0","Sa0000"
"477",\N,"477",\N,\N,"2","1","3","1","Savigny","Friedrich Carl, von",\N,"1779-01-01 00:00:00",\N,\N,"1861-01-01 00:00:00",\N,\N,\N,"Rechtsgelehrter","1",\N,\N,"vSaFC1779"
"478",\N,"478",\N,\N,"2","1","2","1","Schaller","Henri Gaspard de",\N,"1828-01-01 00:00:00",\N,\N,"1900-01-01 00:00:00","Fribourg, Switzerland","Versailles, France",\N,"Was in charge to restore and return the church propertiers.","4","15537329","0","ScHG1828"
"479",\N,"479",\N,\N,"2","1","3","1","Schäppi",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","na","0","Sc0000"
"480",\N,"480",\N,\N,"2","1","3","2","Scheidegger","Luise",\N,\N,\N,\N,"1866-01-01 00:00:00","na","na",\N,"1866 Freitod, ev. um nicht die Verlobung mit Gottfried Keller lösen zu müssen, Honour-suicide","2","na","0","ScL0000"
"481",\N,"481",\N,\N,"1","1","1","1","Schellenberg","Hans Jakob",\N,"1825-01-01 00:00:00","Pfäffikon (ZH)",\N,"1900-01-01 00:00:00",\N,\N,\N,"Farmer","1",\N,\N,"ScHJ1825"
"482",\N,"482",\N,\N,"3","1","5","1","Schenk","Carl",\N,\N,\N,\N,\N,\N,\N,\N,"Hauschronik(1856-1857) – reprint in Neues Berner Taschenbuch (Türler, 1931)","1",\N,\N,"ScC1856§"
"483",\N,"483",\N,\N,"2","1","1","1","Scherer","Johann Jacob",\N,"1825-01-01 00:00:00",\N,\N,"1878-01-01 00:00:00","Winterthur, Switzerland","Schönenberg, Switzerland",\N,\N,"1",\N,\N,"ScJJ1825"
"484",\N,"484",\N,\N,"5","1","2","2","Heimgartner","Maria Bernada","born Maria Anna","1822-01-01 00:00:00","Ingenbohl, Switzerland",\N,"1863-01-01 00:00:00","Menzingen","Fislibach, Aargau",\N,"Co-founderin and first Matron of the Sisters of Ingebohl (1844-1863), was beatified by Pope John Paul II.","1",\N,\N,"HeMB1822"
"485",\N,"485",\N,\N,"5","1","2","2","Elmiger","Maria Theresia",\N,\N,\N,\N,\N,\N,\N,\N,"A Matron of the Ingebohl sisters in Baldegg (1842-1851)","1",\N,\N,\N
"486",\N,"486",\N,\N,"5","1","2","2","Kaufamnn","Maria Otilia",\N,\N,\N,\N,\N,\N,\N,\N,"A Matron of the Ingebohl sisters in Baldegg (1853-1858)","1",\N,\N,\N
"487",\N,"487",\N,\N,"2","1","3","2","Scherer","Maria Theresia","Anna Maria Katharina","1825-01-01 00:00:00",\N,\N,"1888-01-01 00:00:00",\N,"Megger",\N,"Co-founderin and Matron of the Ingebohl sisters, Switzerland (1857-1888), was beatified by Pope John Paul II.","4","18021095","0","ScMT1825"
"488",\N,"488",\N,\N,"2","1","1","1","Scherer-Boccard","Theodor",\N,"1816-01-01 00:00:00",\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,"ScBoT1816"
"489",\N,"489",\N,\N,"1","1","1","1","Scherr","Ignaz Thomas",\N,"1801-01-01 00:00:00","Küsnacht, von Württemberg",\N,"1870-01-01 00:00:00",\N,\N,\N,"Lehrer","1",\N,\N,"ScIT1801"
"490",\N,"490",\N,\N,"3","1","5","1","Schiller","Friedrich",\N,"1759-01-01 00:00:00",\N,\N,"1805-01-01 00:00:00","Weimar, Germany","Marbach, Württemberg",\N,"(1789) Universalgeschichte – publishes 1804 his drama „Wilhelm Tell“","4","96994450","0","ScF1759"
"491",\N,"491",\N,\N,"2","1","5","1","Schillin","Diebold, der Ältere",\N,\N,\N,\N,\N,\N,\N,\N,"Berner Chronik in the tradition of Schweizer Bilderchronik (Bayerische Staatsbibliothek, 2012)","1",\N,\N,"ScDAe1445*"
"492",\N,"492",\N,\N,"1","1","2","1","Schindler","Dietrich",\N,"1795-01-01 00:00:00","Glarus",\N,"1882-01-01 00:00:00",\N,\N,\N,\N,"1",\N,\N,"ScD1795"
"493",\N,"493",\N,\N,"2","1","3","2","Schlatter-Bernet","Anna",\N,"1773-01-01 00:00:00",\N,\N,"1826-01-01 00:00:00","St. Gallen, Switzerland","St. Gallen, Switzerland",\N,\N,"4","4921914","0","ScBeA1773"
"494",\N,"494",\N,\N,"2","1","3","2","Schlegel","Dorothea, von",\N,"1764-01-01 00:00:00",\N,\N,"1839-01-01 00:00:00","Frankfurt, Germany","Berlin, Germany",\N,"She was a German novelist and translator.","4","95307649","0","ScD1764"
"495",\N,"495",\N,\N,"3","1","5","2","Schlege-Schelling","Caroline","born Michaelis.","1763-01-01 00:00:00","her Rousseau interpretation claims for “romantic passion” as a motor for liberation- she is an exception with her rejection of the Tugenddiskurs ",\N,"1809-01-01 00:00:00","Maulbronn, Germany","Göttingen, Germany",\N,"She was a noted German intellectual. (Wikipedia)","4","98185204","0","ScScC1763"
"496",\N,"496",\N,\N,"2","1","3","1","Schleiermacher","Friedrich",\N,"1768-01-01 00:00:00",\N,\N,"1834-01-01 00:00:00",\N,\N,\N,"Professor Theologie","1",\N,\N,"ScF1768"
"497",\N,"497",\N,\N,"3","1","5","1","Schlözer","August Ludwig",\N,"1735-01-01 00:00:00",\N,\N,"1809-01-01 00:00:00",\N,\N,\N,"Göttinger Historikerschule –Vorstellung seiner Universalgeschichte (1772, 1773), Allgemeine Nordische Geschichte - general method „historical-critical“ requires written text and draws the line between prehistory and history for countries, parallel development of writing culture and Christianization (link between education and theology-TH) (Tuchtenhagen, 2011) (p. 19)","1",\N,\N,"ScAL1735"
"498",\N,"498",\N,\N,"2","1","1","1","Schnell","(Johann) Ludwig",\N,"1781-01-01 00:00:00",\N,\N,"1859-01-01 00:00:00",\N,"Burgdorf",\N,"Gebrüder in der Revolution von Olten","4","88235855","0","ScL1781"
"499",\N,"499",\N,\N,"2","1","2","1","Schnell","Johann (Hans)",\N,"1793-01-01 00:00:00",\N,\N,"1865-01-01 00:00:00",\N,"Burgdorf",\N,"Gebrüder in der Revolution von Olten","4","88235608","0","ScJ1793"
"500",\N,"500",\N,\N,"2","1","2","1","Schnell","Karl",\N,"1786-01-01 00:00:00",\N,\N,"1844-01-01 00:00:00",\N,"Burgdorf",\N,"Gebrüder in der Revolution von Olten","4","77078004","0","ScK 1786"
"501",\N,"501",\N,\N,"1","1","2","1","Schnurrenberger","Heinrich",\N,"1819-01-01 00:00:00","Sternenberg/Zürich",\N,"1839-01-01 00:00:00",\N,\N,\N,"Sohn armer, alter Eltern","1",\N,\N,"ScH1819"
"502",\N,"502",\N,\N,"3","1","5","1","Schnyder Burghartz ","Albert",\N,\N,\N,\N,\N,\N,\N,\N,"model of consensus…","1",\N,\N,"ScBuAxxxx"
"503",\N,"503",\N,\N,"2","1","5","1","Schodoler",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,"Scxxxx"
"504",\N,"504",\N,\N,"3","1","5","2","Schopenhauer","Johanna (Henriette) ",\N,"1766-01-01 00:00:00",\N,\N,"1839-01-01 00:00:00","na","na",\N,"Jugend Leben und Wanderbilder in 24 volumes published by Brockhaus (1830) – a  Salonnière (=entertains/organizes a literary salon) – justifies the beginning (French) revolution as a reaction to “feudal despotism” and effort of human self-perfectionism (Vahsen, 2000) (p.49) – justifies the murder as reaction to oppression","2","na","0","ScJH1766"
"505",\N,"505",\N,\N,"3","1","5","1","Schriber","Hans",\N,\N,\N,\N,\N,\N,\N,\N,"wrote Das weisse Buch von Sarnen 1470- without exact date ","1",\N,\N,"ScH1470§"
"506",\N,"506",\N,\N,"2","1","6","1","Schulthess","Friedrich   ",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,"ScFxxxx"
"507",\N,"507",\N,\N,"2","1","3","1","Schulthess","L.",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,"ScLxxxx"
"508",\N,"508",\N,\N,"4","1","4","2","Schulthess-Wolf ","Barbara",\N,"1745-01-01 00:00:00",\N,\N,"1818-01-01 00:00:00","Zürich, Switzerland","Zürich, Switzerland",\N,"Biographer","1",\N,\N,"ScWoB1745"
"509",\N,"509",\N,\N,"2","1","3","1","Schumacher","Felix, von",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,"ScFxxxx"
"510",\N,"510",\N,\N,"2","1","2","1","Schumacher","Joseph Gaspard",\N,"1776-01-01 00:00:00",\N,\N,"1847-01-01 00:00:00","Orléans, France","Schüpfheim, Luzern",\N,"Swiss military in Napolenonic services during the Russian Campaign.","4","232755977","0","ScJG1776"
"511",\N,"511",\N,\N,"2","1","3","1","Schuster","Karl Ludwig",\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,"ScKLxxxx"
"512",\N,"512",\N,\N,"2","1","3","1","Schwarzenbach","Robert",\N,\N,\N,\N,\N,\N,\N,\N,"Seidenfabrikant auf dem Land mit Söhnen.","1",\N,\N,"ScRxxxx"
"513",\N,"513",\N,\N,"3","1","5","1","Schwegler","Theodor",\N,"1887-01-01 00:00:00",\N,\N,"1967-01-01 00:00:00",\N,\N,\N,"Geschichte der Katholischen Kirche in der Schweiz (1935) retrospective “providential character” of events and the succeding modern Nation-state (Metzger, 2011) (p. 174) – principle of “cuius regio, eius religio”","1",\N,\N,"ScT1887"
"514",\N,"514",\N,\N,"2","1","3","1","Schweizer","Alexander",\N,"1808-01-01 00:00:00","Murten/Zürich",\N,\N,\N,\N,\N,"Theologieprofessor","1",\N,\N,"ScA1808"
"515",\N,"515",\N,\N,"2","1","6","1","Schweizer",\N,\N,\N,"Kopigen",\N,\N,\N,\N,\N,"Gichteler (Neugläubiger), war er der Postdirektor bei Weiss erwähnt?","2","na","0","Sc20000"
"516",\N,"516",\N,\N,"5","1","6","1","Segesser (von Brunegg)-Arnold","Josef Plazid",\N,"1803-01-01 00:00:00",\N,\N,"1878-01-01 00:00:00",\N,\N,\N,"Brother of Xaver and Eduard Segesser. Teacher of arts (Zeichenlehrer), architect, building inspector, Grand Councillor.","2","na","0","SeJP1803"
"517",\N,"517",\N,\N,"5","1","6","1","Segesser (von Brunegg)-von Vivis","Eduard",\N,"1811-01-01 00:00:00",\N,\N,"1868-01-01 00:00:00",\N,\N,\N,"coronel. owner of the Schweizerhof. Brother of Xaver and Josef Plazid","2","na","0","SeE1811"
"518",\N,"518",\N,\N,"5","1","6","1","Segesser (von Brunegg)","Josef Xaver",\N,"1767-01-01 00:00:00",\N,\N,"1811-01-01 00:00:00",\N,\N,\N,"coronole of a Swiss Regiment, died December 1811 in Marsaille.","2","na","0","SeJX1767"
"519",\N,"519",\N,\N,"5","1","2","1","Segesser (von Brunegg)","Josef Franz Lorenz",\N,"1780-01-01 00:00:00",\N,\N,"1849-01-01 00:00:00","Luzern, Switzerland","Luzern, Switzerland",\N,"Son of Josef Aurelian Segesser","4","1051790840","0","SeJFL1780"
"520",\N,"520",\N,\N,"5","1","2","1","Segesser (von Brunegg)","Xaver",\N,"1814-01-01 00:00:00",\N,\N,"1874-01-01 00:00:00","Luzern, Switzerland","Luzern, Switzerland",\N,"Son of Josef Franz Segesser","4","1051790921","0","SeX1814"
"521",\N,"521",\N,\N,"2","1","3","1","Segesser (von Brunegg)","Philipp Anton, von",\N,"1817-01-01 00:00:00",\N,\N,"1888-01-01 00:00:00","Luzern, Switzerland","Luzern, Switzerland",\N,"Führer der kath.-konservativen","4","17239703","0","SePA1817"
"522",\N,"522",\N,\N,"2","1","2","1","Semper","Gottfried",\N,"1803-01-01 00:00:00",\N,\N,"1879-01-01 00:00:00","Rom, Italy","Altona (today Hamburg), Germany",\N,"Originally Danish, later German architect.","4","44372667","0","SeG1803"
"523",\N,"523",\N,\N,"1","1","2","1","Senn","Heinrich",\N,"1827-01-01 00:00:00","Fischental",\N,"1915-01-01 00:00:00",\N,\N,\N,\N,"1",\N,\N,"SeH1827"
"524",\N,"524",\N,\N,"1","1","2","1","Senn","Jakob",\N,"1824-01-01 00:00:00","Fischental",\N,"1879-01-01 00:00:00",\N,\N,\N,"Sohn von Kleinbauern, Volksdichter","1",\N,\N,"SeJ1824"
"525",\N,"525",\N,\N,"2","1","2","1","Shelley","Percy",\N,"1792-01-01 00:00:00",\N,\N,"1822-01-01 00:00:00",\N,\N,\N,"Schwärmte für die Schweiz","1",\N,\N,"ShP1792"
"526",\N,"526",\N,\N,"5","1","2","2","Zahn-Schlatter","Cleophea","Kleophea",\N,\N,\N,\N,\N,\N,\N,"friend of Meta Heusser-Schweizer","2","na","0","ZaScK0000"
"527",\N,"527",\N,\N,"2","1","3","1","Siber",\N,\N,\N,\N,\N,\N,\N,\N,\N,"Seidenfabrikant in Zürich","2","na","0","Si0000"
"528",\N,"528",\N,\N,"5","1","2","2","Siegwart-Müller","Josephine",\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","na","0","SiMueJ0000"
"529",\N,"529",\N,\N,"5","1","2","1","Siegwart ","Alfred",\N,\N,\N,\N,\N,\N,\N,\N,"Son of Constantin Siegwart-Müller","2","na","0","SiAe0000"
